Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
DEBIT,4,4,98.96,197.92,Shipping on time,0,46,Indoor/Outdoor Games,West Covina,EE. UU.,Carl,4514,Nicholson,Consumer,CA,5450 Easy Thicket,91790.0,7,Fan Shop,34.0700798,-117.9371948,USCA,Cleveland,Estados Unidos,4514,2.0,0.01,49.98,0.5,4,199.92,197.92,98.96,East of USA,Ohio,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
DEBIT,3,4,53.48,130.45,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,1941,Santiago,Corporate,PR,7190 Silent Timber Mews,725.0,7,Fan Shop,18.28902817,-66.37049866,Pacific Asia,Jieyang,China,1941,19.49,0.13,49.98,0.41,3,149.94,130.45,53.48,Eastern Asia,Guangdong,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
DEBIT,4,4,-234.54,319.97,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,Patrick,9236,Webb,Corporate,PR,9236 Little Pony Wharf,725.0,3,Footwear,18.26347351,-66.37059021,LATAM,Toluca,México,9236,79.99,0.2,99.99,-0.73,4,399.96,319.97,-234.54,Central America,México,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
DEBIT,5,2,14.28,50.99,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,1173,Silva,Consumer,PR,7800 Hazy Lake Acres,725.0,4,Apparel,18.24680519,-66.37059021,Europe,Kramators'k,Ucrania,1173,9.0,0.15,59.99,0.28,1,59.99,50.99,14.28,Eastern Europe,Donetsk,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Second Class
TRANSFER,3,4,87.36,182.0,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,Anthony,10451,Soto,Home Office,PR,937 Golden Carrefour,725.0,5,Golf,18.25419426,-66.37062836,LATAM,Goiânia,Brasil,10451,18.0,0.09,50.0,0.48,4,200.0,182.0,87.36,South America,Goiás,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
TRANSFER,2,4,29.43,63.98,Advance shipping,0,29,Shop By Sport,Los Angeles,EE. UU.,Mary,3720,Bowman,Consumer,CA,9236 Little Pony Wharf,90065.0,5,Golf,34.11491013,-118.2400131,Pacific Asia,Yibin,China,3720,16.0,0.2,39.99,0.46,2,79.98,63.98,29.43,Eastern Asia,Sichuan,PROCESSING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
PAYMENT,3,4,-37.48,44.99,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Mary,5284,Smith,Consumer,PR,2876 Lazy Spring Corners,725.0,4,Apparel,18.25136757,-66.3706131,Europe,Nuremberg,Alemania,5284,15.0,0.25,59.99,-0.83,1,59.99,44.99,-37.48,Western Europe,Bavaria,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,3,2,122.75,371.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Henry,2718,Porter,Consumer,PR,7975 Umber Freeway,725.0,7,Fan Shop,18.28893662,-66.37057495,Pacific Asia,Dayr az Zawr,Siria,2718,28.0,0.07,399.98,0.33,1,399.98,371.98,122.75,West Asia,Dayr az Zawr,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
DEBIT,4,4,38.37,106.59,Shipping on time,0,18,Men's Footwear,Costa Mesa,EE. UU.,Mary,8737,Smith,Consumer,CA,3503 Fallen Sky Heath,92627.0,4,Apparel,33.64226151,-117.9133224,Europe,Linz,Austria,8737,23.4,0.18,129.99,0.36,1,129.99,106.59,38.37,Western Europe,Alta Austria,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,5,2,3.82,127.39,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Mary,7035,Ayers,Corporate,PR,8370 Green Berry Boulevard,725.0,4,Apparel,18.28639603,-66.37057495,Africa,Cairo,Egipto,7035,2.6,0.02,129.99,0.03,1,129.99,127.39,3.82,North Africa,El Cairo,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
CASH,2,1,-27.17,189.99,Late delivery,1,48,Water Sports,Saint Louis,EE. UU.,Evelyn,5222,Vincent,Corporate,MO,4436 Old Villas,63136.0,7,Fan Shop,38.66429138,-90.24147034,Europe,Madrid,España,5222,10.0,0.05,199.99,-0.14,1,199.99,189.99,-27.17,Southern Europe,Madrid,CLOSED,Pelican Sunstream 100 Kayak,199.99,First Class
PAYMENT,2,1,4.46,111.58,Late delivery,1,17,Cleats,Caguas,Puerto Rico,James,4346,Smith,Consumer,PR,2059 Cozy Field,725.0,4,Apparel,18.28893089,-66.37051392,LATAM,Delicias,México,4346,8.4,0.07,59.99,0.04,2,119.98,111.58,4.46,Central America,Chihuahua,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,First Class
PAYMENT,4,4,61.37,278.97,Shipping on time,0,9,Cardio Equipment,Rome,EE. UU.,Patricia,4550,Smith,Consumer,NY,5514 Lost Walk,13440.0,3,Footwear,43.21662521,-75.45603943,LATAM,Acarigua,Venezuela,4550,21.0,0.07,99.99,0.22,3,299.97,278.97,61.37,South America,Portuguesa,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
DEBIT,4,2,1.91,25.48,Late delivery,1,36,Golf Balls,Austin,EE. UU.,Mary,480,Smith,Consumer,TX,229 Lost Canyon,78745.0,6,Outdoors,30.20175362,-97.77622986,LATAM,San Luis Potosí,México,480,4.5,0.15,14.99,0.08,2,29.98,25.48,1.91,Central America,San Luis Potosí,COMPLETE,Hirzl Women's Hybrid Golf Glove,14.99,Second Class
TRANSFER,2,4,10.21,35.19,Advance shipping,0,29,Shop By Sport,Tustin,EE. UU.,Bobby,10307,Miller,Consumer,CA,6324 Jagged Orchard,92780.0,5,Golf,36.82581329,-121.6408463,USCA,Rochester,Estados Unidos,10307,4.8,0.12,39.99,0.29,1,39.99,35.19,10.21,US Center ,Minnesota,PROCESSING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
TRANSFER,0,0,2.54,28.9,Shipping canceled,0,59,Books ,Indianapolis,EE. UU.,Sara,17570,Burns,Corporate,IN,5062 Silver Corners,46227.0,8,Book Shop,39.64605331,-86.11961365,Pacific Asia,Geelong,Australia,17570,2.18,0.07,31.08,0.09,1,31.08,28.9,2.54,Oceania,Victoria,SUSPECTED_FRAUD,Sports Books ,31.08,Same Day
TRANSFER,2,4,-197.58,123.49,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,Roger,8902,Walker,Consumer,PR,4590 Silver Anchor Street,725.0,4,Apparel,18.20191765,-66.37059784,LATAM,Villa Frontera,México,8902,6.5,0.05,129.99,-1.6,1,129.99,123.49,-197.58,Central America,Coahuila,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,2,1,46.26,127.45,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,3429,Smith,Corporate,PR,8799 Quaking Arbor,725.0,7,Fan Shop,18.20829773,-66.37055206,LATAM,Zapopan,México,3429,22.49,0.15,49.98,0.36,3,149.94,127.45,46.26,Central America,Jalisco,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,First Class
TRANSFER,2,1,25.56,51.12,Shipping canceled,0,12,Boxing & MMA,Caguas,Puerto Rico,Mary,2046,Smith,Consumer,PR,5072 Old Downs,725.0,3,Footwear,18.26554489,-66.37051392,USCA,Cincinnati,Estados Unidos,2046,3.85,0.07,54.97,0.5,1,54.97,51.12,25.56,East of USA,Ohio,SUSPECTED_FRAUD,Under Armour Women's Micro G Skulpt Running S,54.97,First Class
TRANSFER,2,4,15.6,124.79,Shipping canceled,0,18,Men's Footwear,Caguas,Puerto Rico,Mary,11786,Macdonald,Consumer,PR,6699 Heather Prairie Villas,725.0,4,Apparel,18.26263619,-66.37062073,USCA,Jacksonville,Estados Unidos,11786,5.2,0.04,129.99,0.13,1,129.99,124.79,15.6,South of  USA ,Florida,CANCELED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
TRANSFER,5,4,142.84,285.68,Late delivery,1,63,Children's Clothing,Caguas,Puerto Rico,Shelby,18017,Wade,Consumer,PR,7668 Rustic Route,725.0,4,Apparel,18.29574204,-66.0370636,Pacific Asia,Yogyakarta,Indonesia,18017,71.42,0.2,357.1,0.5,1,357.1,285.68,142.84,Southeast Asia,Yogyakarta,PENDING,Children's heaters,357.1,Standard Class
TRANSFER,5,4,16.27,116.2,Late delivery,1,40,Accessories,Caguas,Puerto Rico,Mary,1032,Jones,Corporate,PR,757 Misty Goose Impasse,725.0,6,Outdoors,18.02862358,-65.98769379,USCA,Guelph,Canada,1032,8.75,0.07,24.99,0.14,5,124.95,116.2,16.27,Canada,Ontario,PROCESSING,Team Golf Texas Longhorns Putter Grip,24.99,Standard Class
TRANSFER,2,1,89.99,299.98,Late delivery,1,43,Camping & Hiking,Pittsfield,EE. UU.,Mary,1540,Mckee,Consumer,MA,1942 Middle Bluff Crescent,1201.0,7,Fan Shop,42.45111084,-73.25260162,LATAM,Salvador,Brasil,1540,0.0,0.0,299.98,0.3,1,299.98,299.98,89.99,South America,Bahía,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class
DEBIT,2,1,37.19,128.24,Late delivery,1,30,Men's Golf Clubs,Cordova,EE. UU.,Mary,7910,Camacho,Consumer,TN,2122 Hazy Corner,38018.0,6,Outdoors,35.15979385,-89.77548218,Europe,Hagen,Alemania,7910,6.75,0.05,134.99,0.29,1,134.99,128.24,37.19,Western Europe,Renania del Norte-Westfalia,COMPLETE,Merrell Women's Siren Mid Waterproof Hiking B,134.99,First Class
PAYMENT,1,0,36.4,363.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Mary,1757,Smith,Consumer,PR,67 Cotton Mountain Terrace,725.0,7,Fan Shop,18.25950241,-66.37050629,Pacific Asia,Izmir,Turquía,1757,36.0,0.09,399.98,0.1,1,399.98,363.98,36.4,West Asia,Izmir,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Same Day
PAYMENT,1,0,17.5,250.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Roy,11074,Hill,Consumer,PR,599 Clear Gardens,725.0,5,Golf,18.25816536,-66.37051392,USCA,Los Angeles,Estados Unidos,11074,0.0,0.0,50.0,0.07,5,250.0,250.0,17.5,West of USA ,California,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Same Day
TRANSFER,2,2,44.45,170.96,Shipping on time,0,6,Tennis & Racquet,Caguas,Puerto Rico,Nancy,7629,Pena,Home Office,PR,9138 Indian Nook,725.0,2,Fitness,18.20978355,-66.37054443,Europe,Paris,Francia,7629,9.0,0.05,44.99,0.26,4,179.96,170.96,44.45,Western Europe,Isla de Francia,PROCESSING,Nike Men's Comfort 2 Slide,44.99,Second Class
DEBIT,2,4,14.4,359.98,Advance shipping,0,45,Fishing,Caguas,Puerto Rico,Helen,989,Smith,Corporate,PR,1914 Blue Autumn Harbour,725.0,7,Fan Shop,18.22757721,-66.04398346,Europe,Seville,España,989,40.0,0.1,399.98,0.04,1,399.98,359.98,14.4,Southern Europe,Andalucía,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,5,4,18.26,207.49,Late delivery,1,35,Golf Gloves,Caguas,Puerto Rico,Roger,10208,Reeves,Home Office,PR,1492 Emerald Terrace,725.0,6,Outdoors,18.25865555,-66.37057495,Europe,Prato,Italia,10208,42.5,0.17,249.99,0.09,1,249.99,207.49,18.26,Southern Europe,Toscana,PROCESSING,Titleist Small Wheeled Travel Cover,249.99,Standard Class
TRANSFER,3,4,22.32,47.48,Advance shipping,0,46,Indoor/Outdoor Games,Hayward,EE. UU.,Deborah,2600,Smith,Consumer,CA,9397 Quaking Nectar Park,94544.0,7,Fan Shop,37.63788986,-122.0765686,Pacific Asia,Baku,Azerbaiyán,2600,2.5,0.05,49.98,0.47,1,49.98,47.48,22.32,West Asia,Baki,PROCESSING,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
PAYMENT,4,4,-329.09,411.36,Shipping on time,0,62,Cameras ,Saginaw,EE. UU.,Beatrice,13411,House,Consumer,MI,7953 Bright Pioneer Crescent,48601.0,10,Technology,43.40317917,-83.9552536,Europe,Hilden,Alemania,13411,40.68,0.09,452.04,-0.8,1,452.04,411.36,-329.09,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,Web Camera,452.04,Standard Class
DEBIT,6,4,112.04,248.98,Late delivery,1,43,Camping & Hiking,Brighton,EE. UU.,Mary,8202,Howard,Consumer,MA,8707 Shady Route,2135.0,7,Fan Shop,42.34962845,-71.15328217,Europe,Lille,Francia,8202,51.0,0.17,299.98,0.45,1,299.98,248.98,112.04,Western Europe,Norte-Paso de Calais-Picardía,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
TRANSFER,0,0,58.6,127.39,Shipping on time,0,18,Men's Footwear,Bronx,EE. UU.,David,144,Smith,Corporate,NY,8289 Stony Thicket,10462.0,4,Apparel,40.85263825,-73.87097931,Europe,Palermo,Italia,144,2.6,0.02,129.99,0.46,1,129.99,127.39,58.6,Southern Europe,Sicilia,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Same Day
CASH,4,4,-158.39,197.99,Shipping on time,0,48,Water Sports,Mission,EE. UU.,Sharon,10692,Smith,Corporate,TX,8187 Velvet End,78572.0,7,Fan Shop,26.20765114,-98.32138062,Africa,Port Harcourt,Nigeria,10692,2.0,0.01,199.99,-0.8,1,199.99,197.99,-158.39,West Africa,Ríos,CLOSED,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,2,2,-62.59,383.96,Shipping on time,0,9,Cardio Equipment,Phoenix,EE. UU.,Samantha,3506,Graham,Home Office,AZ,191 Broad Via,85029.0,3,Footwear,33.58987427,-112.1163712,USCA,San Diego,Estados Unidos,3506,16.0,0.04,99.99,-0.16,4,399.96,383.96,-62.59,West of USA ,California,PROCESSING,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class
TRANSFER,5,4,164.63,335.98,Late delivery,1,45,Fishing,Wayne,EE. UU.,Deborah,317,Salazar,Consumer,NJ,2703 Silver Goose Lane,7470.0,7,Fan Shop,29.55552483,-95.71289825,USCA,Mcallen,Estados Unidos,317,64.0,0.16,399.98,0.49,1,399.98,335.98,164.63,US Center ,Texas,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
PAYMENT,2,1,-8.4,42.0,Late delivery,1,24,Women's Apparel,Chandler,EE. UU.,Jeffrey,9955,Lara,Consumer,AZ,7381 Cozy Horse Path,85225.0,5,Golf,33.30517578,-111.9684448,Europe,Roeselare,Bélgica,9955,8.0,0.16,50.0,-0.2,1,50.0,42.0,-8.4,Western Europe,Flanders Occidental,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class
TRANSFER,3,4,29.13,107.89,Advance shipping,0,18,Men's Footwear,Middletown,EE. UU.,Crystal,5377,Jones,Consumer,OH,6711 Wishing Mount,45044.0,4,Apparel,39.4652977,-84.42044067,USCA,Grand Prairie,Estados Unidos,5377,22.1,0.17,129.99,0.27,1,129.99,107.89,29.13,US Center ,Texas,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,4,4,78.0,165.96,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,Jane,11163,Price,Consumer,PR,3853 Golden Rise Island,725.0,5,Golf,18.23706627,-66.37062836,USCA,Los Angeles,Estados Unidos,11163,33.99,0.17,39.99,0.47,5,199.95,165.96,78.0,West of USA ,California,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
DEBIT,4,4,182.27,371.98,Shipping on time,0,45,Fishing,Pico Rivera,EE. UU.,Michael,1894,Flores,Home Office,CA,1329 Cotton Zephyr Highway,90660.0,7,Fan Shop,33.97396088,-118.1019516,Pacific Asia,Canberra,Australia,1894,28.0,0.07,399.98,0.49,1,399.98,371.98,182.27,Oceania,Territorio de la Capital Australiana,ON_HOLD,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,3,4,24.45,149.99,Advance shipping,0,48,Water Sports,Ann Arbor,EE. UU.,Betty,5427,Lester,Home Office,MI,6473 Bright Expressway,48103.0,7,Fan Shop,42.26944733,-83.7731247,Pacific Asia,Adana,Turquía,5427,50.0,0.25,199.99,0.16,1,199.99,149.99,24.45,West Asia,Adana,PENDING,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,6,4,17.44,232.5,Late delivery,1,24,Women's Apparel,Everett,EE. UU.,John,1259,Smith,Corporate,WA,236 Hidden Round,98208.0,5,Golf,47.90808868,-122.228775,Europe,Saint-Priest,Francia,1259,17.5,0.07,50.0,0.08,5,250.0,232.5,17.44,Western Europe,Auvernia-Ródano-Alpes,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
TRANSFER,5,4,68.64,263.98,Late delivery,1,43,Camping & Hiking,Charlotte,EE. UU.,Mary,11847,Pierce,Home Office,NC,4388 Burning Mall ,28205.0,7,Fan Shop,35.15455627,-80.79520416,LATAM,Panama City,Panamá,11847,36.0,0.12,299.98,0.26,1,299.98,263.98,68.64,Central America,Panamá,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
TRANSFER,6,4,177.85,489.95,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Kevin,3033,Larsen,Consumer,PR,9010 Hidden Pond Corners,725.0,3,Footwear,18.2591629,-66.37060547,LATAM,Buenos Aires,Argentina,3033,10.0,0.02,99.99,0.36,5,499.95,489.95,177.85,South America,Buenos Aires,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
TRANSFER,2,1,8.11,128.69,Late delivery,1,18,Men's Footwear,Saint Louis,EE. UU.,Sarah,1539,Chase,Corporate,MO,8944 Misty Willow Point,63129.0,4,Apparel,38.48856354,-90.34738159,USCA,Nashville,Estados Unidos,1539,1.3,0.01,129.99,0.06,1,129.99,128.69,8.11,South of  USA ,Tennessee,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class
TRANSFER,2,2,60.84,180.0,Shipping canceled,0,24,Women's Apparel,Caguas,Puerto Rico,Mary,6284,Smith,Consumer,PR,6715 Indian Walk,725.0,5,Golf,18.29368973,-66.37052155,Europe,Cergy,Francia,6284,20.0,0.1,50.0,0.34,4,200.0,180.0,60.84,Western Europe,Isla de Francia,CANCELED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class
CASH,3,2,20.88,239.98,Late delivery,1,43,Camping & Hiking,Sunnyvale,EE. UU.,Mary,9591,Gonzalez,Consumer,CA,840 Wishing Vista,94087.0,7,Fan Shop,37.3627739,-122.0320969,Europe,Zagreb,Croacia,9591,60.0,0.2,299.98,0.09,1,299.98,239.98,20.88,Southern Europe,Grad Zagreb,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
PAYMENT,2,1,20.0,199.99,Late delivery,1,48,Water Sports,Cleveland,EE. UU.,Mary,1994,Cox,Consumer,OH,4144 Quiet Orchard,44105.0,7,Fan Shop,41.44255066,-81.70441437,Europe,Montereau-Fault-Yonne,Francia,1994,0.0,0.0,199.99,0.1,1,199.99,199.99,20.0,Western Europe,Isla de Francia,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,First Class
TRANSFER,4,2,84.66,176.37,Late delivery,1,17,Cleats,Riverside,EE. UU.,Charles,10363,Zimmerman,Corporate,CA,6797 Quiet Mountain Rise,92509.0,4,Apparel,34.02658844,-117.3722153,LATAM,Córdoba,Argentina,10363,3.6,0.02,59.99,0.48,3,179.97,176.37,84.66,South America,Córdoba,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Second Class
TRANSFER,4,4,57.27,124.5,Shipping canceled,0,24,Women's Apparel,Caguas,Puerto Rico,Diana,10074,Chen,Corporate,PR,7554 Misty Butterfly Via,725.0,5,Golf,18.25266838,-66.3706131,USCA,Greensboro,Estados Unidos,10074,25.5,0.17,50.0,0.46,3,150.0,124.5,57.27,South of  USA ,Carolina del Norte,CANCELED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
CASH,2,2,-17.01,56.7,Shipping on time,0,26,Girls' Apparel,New York,EE. UU.,Mary,7865,Bryant,Home Office,NY,5593 Red Byway,10028.0,5,Golf,40.77602005,-73.95201111,Africa,Dar es Salaam,Tanzania,7865,3.3,0.06,30.0,-0.3,2,60.0,56.7,-17.01,East Africa,Dar es Salaam,CLOSED,Nike Men's Deutschland Weltmeister Winners Bl,30.0,Second Class
DEBIT,4,2,16.89,49.98,Late delivery,1,46,Indoor/Outdoor Games,Endicott,EE. UU.,Gregory,10887,Frank,Corporate,NY,7832 Noble Front,13760.0,7,Fan Shop,42.0689621,-76.14187622,Europe,Saint-Chamond,Francia,10887,0.0,0.0,49.98,0.34,1,49.98,49.98,16.89,Western Europe,Auvernia-Ródano-Alpes,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Second Class
TRANSFER,3,4,31.88,118.08,Advance shipping,0,40,Accessories,Caguas,Puerto Rico,Thomas,11793,Riley,Consumer,PR,1538 Sunny Lagoon Mews,725.0,6,Outdoors,18.29089546,-66.37055206,LATAM,Tijuana,México,11793,6.87,0.06,24.99,0.27,5,124.95,118.08,31.88,Central America,Baja California,PROCESSING,Team Golf San Francisco Giants Putter Grip,24.99,Standard Class
DEBIT,3,4,15.97,43.98,Advance shipping,0,46,Indoor/Outdoor Games,Trujillo Alto,Puerto Rico,Alan,5275,Smith,Consumer,PR,697 Little Meadow,976.0,7,Fan Shop,18.36678124,-66.02749634,Europe,Lecce,Italia,5275,6.0,0.12,49.98,0.36,1,49.98,43.98,15.97,Southern Europe,Apulia,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
DEBIT,2,1,11.2,128.69,Late delivery,1,18,Men's Footwear,Hilliard,EE. UU.,Mary,5529,Smith,Consumer,OH,1465 Clear Elk Diversion,43026.0,4,Apparel,40.03102875,-83.13726807,Africa,Jartum,Sudán,5529,1.3,0.01,129.99,0.09,1,129.99,128.69,11.2,North Africa,Jartum,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class
CASH,4,4,119.98,239.96,Shipping on time,0,3,Baseball & Softball,Potomac,EE. UU.,Terry,3739,Long,Corporate,MD,1082 Grand Treasure Row,20854.0,2,Fitness,39.05631256,-77.16165924,Europe,Bonn,Alemania,3739,0.0,0.0,59.99,0.5,4,239.96,239.96,119.98,Western Europe,Renania del Norte-Westfalia,CLOSED,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99,Standard Class
DEBIT,5,4,4.05,106.59,Late delivery,1,18,Men's Footwear,Pasadena,EE. UU.,Mary,9898,Moon,Corporate,MD,2488 Dusty By-pass,21122.0,4,Apparel,39.12866974,-76.54676819,Africa,Johannesburg,SudAfrica,9898,23.4,0.18,129.99,0.04,1,129.99,106.59,4.05,Southern Africa,Gauteng,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,2,1,11.25,149.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Evelyn,1288,Thompson,Home Office,PR,7894 Old Circle,725.0,7,Fan Shop,18.24233246,-66.37063599,Europe,Livry-Gargan,Francia,1288,50.0,0.25,199.99,0.08,1,199.99,149.99,11.25,Western Europe,Isla de Francia,COMPLETE,Pelican Sunstream 100 Kayak,199.99,First Class
PAYMENT,4,2,614.25,1365.0,Late delivery,1,64,Computers,Washington,EE. UU.,Jaquelyn,14231,Shepherd,Consumer,DC,2703 Fallen Butterfly Round,20020.0,10,Technology,38.88002777,-77.08979797,Europe,Pontault-Combault,Francia,14231,135.0,0.09,1500.0,0.45,1,1500.0,1365.0,614.25,Western Europe,Isla de Francia,PAYMENT_REVIEW,Dell Laptop,1500.0,Second Class
TRANSFER,4,4,101.41,215.76,Shipping on time,0,37,Electronics,Plano,EE. UU.,Laura,11708,Smith,Corporate,TX,9080 Blue Rise Drive,75093.0,6,Outdoors,33.02825165,-96.7928009,USCA,Saskatoon,Canada,11708,44.19,0.17,51.99,0.47,5,259.95,215.76,101.41,Canada,Saskatchewan,PROCESSING,Titleist Pro V1x High Numbers Personalized Go,51.99,Standard Class
TRANSFER,2,4,49.0,100.0,Advance shipping,0,24,Women's Apparel,Wayne,EE. UU.,Mary,6869,Smith,Home Office,NJ,1399 Cozy Place,7470.0,5,Golf,40.92333984,-74.27801514,Pacific Asia,Bangkok,Tailandia,6869,0.0,0.0,50.0,0.49,2,100.0,100.0,49.0,Southeast Asia,Bangkok,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
PAYMENT,4,4,-384.85,219.91,Shipping on time,0,46,Indoor/Outdoor Games,Pasadena,EE. UU.,Timothy,8767,Mejia,Corporate,MD,8172 Easy River Farms,21122.0,7,Fan Shop,39.1217308,-76.58596802,Pacific Asia,Devonport,Australia,8767,29.99,0.12,49.98,-1.75,5,249.9,219.91,-384.85,Oceania,Tasmania,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
TRANSFER,2,1,4.41,58.79,Late delivery,1,17,Cleats,Cleveland,EE. UU.,Joyce,10258,Gonzalez,Corporate,OH,9765 Merry Farms,44130.0,4,Apparel,41.3658905,-81.75274658,Europe,Marseille,Francia,10258,1.2,0.02,59.99,0.08,1,59.99,58.79,4.41,Western Europe,Provenza-Alpes-Costa Azul,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,First Class
TRANSFER,5,4,-58.5,129.99,Late delivery,1,18,Men's Footwear,Plano,EE. UU.,Mary,5869,Smith,Home Office,TX,6711 Blue Passage,75023.0,4,Apparel,33.03216934,-96.84648132,LATAM,Rondonópolis,Brasil,5869,0.0,0.0,129.99,-0.45,1,129.99,129.99,-58.5,South America,Mato Grosso,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,2,1,32.45,124.79,Late delivery,1,18,Men's Footwear,Los Angeles,EE. UU.,Mary,888,Smith,Home Office,CA,8771 Honey Orchard,90042.0,4,Apparel,34.03383637,-118.4543915,LATAM,Buriticupu,Brasil,888,5.2,0.04,129.99,0.26,1,129.99,124.79,32.45,South America,Marañón,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class
DEBIT,5,4,-283.91,363.98,Late delivery,1,45,Fishing,Chillicothe,EE. UU.,Mary,7984,Cisneros,Corporate,OH,2002 Noble Crescent,45601.0,7,Fan Shop,39.35120392,-82.97659302,Europe,Tuzla,Bosnia y Herzegovina,7984,36.0,0.09,399.98,-0.78,1,399.98,363.98,-283.91,Southern Europe,Federación de Bosnia y Herzegovina,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
